customerID,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,PaperlessBilling,Churn
8670-MEFCP,Two year,36,92.9,3379.25,Credit card (automatic),Yes,Yes,No
3079-BCHLN,One year,47,19.9,942.95,Bank transfer (automatic),No internet service,No,No
7777-UNYHB,Month-to-month,12,20.1,232.4,Credit card (automatic),No internet service,Yes,No
5597-GLBUC,Month-to-month,1,85.45,85.45,Electronic check,No,Yes,Yes
7278-CKDNC,Month-to-month,24,80.5,2088.45,Electronic check,No,Yes,No
2748-MYRVK,One year,63,99.9,6137.0,Bank transfer (automatic),No,No,Yes
8450-UYIBU,Month-to-month,35,39.85,1434.6,Electronic check,No,Yes,No
2969-VAPYH,One year,67,60.5,3870.0,Credit card (automatic),Yes,No,No
4822-YCXMX,Month-to-month,25,84.8,2043.45,Electronic check,No,Yes,Yes
7181-OQCUT,Month-to-month,21,103.85,2215.0,Mailed check,No,No,No
8474-UMLNT,Month-to-month,13,67.8,842.25,Bank transfer (automatic),Yes,No,No
9821-POOTN,Month-to-month,35,75.2,2576.2,Electronic check,No,Yes,Yes
3836-FZSDJ,Two year,71,24.85,1901.0,Bank transfer (automatic),No internet service,No,No
9142-XMYJH,Month-to-month,29,19.35,601.6,Credit card (automatic),No internet service,No,No
6559-ILWKJ,Two year,71,49.35,3515.25,Electronic check,No,No,Yes
0187-QSXOE,Month-to-month,7,89.0,605.45,Electronic check,No,Yes,No
7733-UDMTP,Month-to-month,57,55.0,3094.05,Electronic check,No,Yes,No
2649-HWLYB,Two year,65,76.15,4929.55,Bank transfer (automatic),Yes,No,No
5214-CHIWJ,One year,27,20.3,595.05,Mailed check,No internet service,No,No
4229-CZMLL,Month-to-month,6,74.9,469.8,Electronic check,No,Yes,Yes
6904-JLBGY,Two year,72,117.35,8436.25,Credit card (automatic),Yes,Yes,No
2465-BLLEU,Month-to-month,1,19.75,19.75,Mailed check,No internet service,Yes,No
1685-VAYJF,Month-to-month,11,45.2,492.0,Credit card (automatic),No,No,No
8874-EJNSR,Two year,39,25.2,987.95,Mailed check,No internet service,No,No
6917-YACBP,Month-to-month,59,89.75,5496.9,Electronic check,No,Yes,No
5049-MUBWG,One year,26,75.0,1908.35,Bank transfer (automatic),Yes,No,No
4223-WOZCM,Month-to-month,2,49.95,107.1,Mailed check,No,No,No
0769-MURVM,Two year,72,65.7,4575.35,Bank transfer (automatic),Yes,No,No
9253-VIFJQ,One year,65,67.05,4309.55,Credit card (automatic),No,No,No
7030-FZTFM,Two year,72,110.9,7922.75,Credit card (automatic),Yes,No,No
9741-YLNTD,Month-to-month,6,87.95,522.35,Bank transfer (automatic),Yes,Yes,No
5917-RYRMG,One year,32,19.8,587.7,Credit card (automatic),No internet service,No,No
5120-ZBLAI,One year,50,75.7,3876.2,Bank transfer (automatic),No,No,No
1194-BHJYC,Two year,61,62.15,3778.85,Mailed check,Yes,Yes,No
3663-MITLP,Month-to-month,15,101.25,1457.25,Electronic check,No,Yes,Yes
0906-QVPMS,Two year,72,115.15,8349.45,Bank transfer (automatic),Yes,No,No
9025-ZRPVR,Month-to-month,9,18.95,185.6,Mailed check,No internet service,Yes,Yes
1905-OEILC,Month-to-month,1,19.5,19.5,Mailed check,No internet service,No,No
7858-GTZSP,Month-to-month,12,86.55,1066.9,Electronic check,No,Yes,No
3285-UCQVC,Month-to-month,37,28.6,973.55,Credit card (automatic),Yes,No,Yes
6248-BSHKG,One year,61,20.4,1226.45,Mailed check,No internet service,No,No
4685-TFLLS,One year,18,19.8,342.3,Bank transfer (automatic),No internet service,No,No
3470-BTGQO,Month-to-month,21,45.65,985.05,Mailed check,No,No,No
1209-VFFOC,Two year,68,56.4,3948.45,Mailed check,Yes,Yes,No
8224-DWCKX,Month-to-month,12,73.3,828.05,Credit card (automatic),No,Yes,No
5482-PLVPE,Month-to-month,2,24.35,41.85,Electronic check,No,No,Yes
4553-DVPZG,Month-to-month,62,101.35,6164.7,Electronic check,No,Yes,No
4902-OHLSK,Month-to-month,29,98.65,2862.75,Electronic check,Yes,No,Yes
6917-IAYHD,Month-to-month,1,33.6,33.6,Mailed check,Yes,No,No
0495-ZBNGW,Month-to-month,5,79.9,343.95,Bank transfer (automatic),No,Yes,Yes
8620-RJPZN,Month-to-month,1,20.7,20.7,Electronic check,No internet service,No,No
7572-KPVKK,Two year,62,104.05,6590.5,Electronic check,Yes,Yes,No
2642-MAWLJ,Two year,36,20.25,717.95,Bank transfer (automatic),No internet service,No,No
2357-COQEK,Month-to-month,28,103.3,2890.65,Electronic check,Yes,Yes,Yes
7103-ZGVNT,One year,69,73.7,4885.85,Credit card (automatic),Yes,No,No
3737-GCSPV,Month-to-month,11,96.2,1222.05,Credit card (automatic),Yes,Yes,Yes
2027-WKXMW,Month-to-month,63,108.75,6871.7,Electronic check,Yes,Yes,No
7137-NAXML,One year,23,20.15,405.6,Bank transfer (automatic),No internet service,No,No
2428-ZMCTB,Month-to-month,10,19.75,208.25,Credit card (automatic),No internet service,No,No
2961-VNFKL,Two year,71,25.95,1801.9,Credit card (automatic),No internet service,Yes,No
1768-HNVGJ,Month-to-month,45,70.05,3062.45,Electronic check,Yes,Yes,No
6963-KQYQB,Two year,70,24.05,1764.75,Mailed check,No internet service,No,No
5934-RMPOV,Month-to-month,22,84.75,1816.75,Electronic check,No,Yes,No
1207-BLKSA,Two year,52,23.05,1255.1,Mailed check,No internet service,No,No
4088-YLDSU,One year,55,104.15,5743.05,Electronic check,Yes,Yes,Yes
8316-BBQAY,Two year,65,59.95,3921.1,Credit card (automatic),Yes,No,No
1166-PQLGG,Two year,72,19.55,1463.45,Bank transfer (automatic),No internet service,No,No
3146-JTQHR,One year,10,19.6,189.45,Bank transfer (automatic),No internet service,No,No
4291-YZODP,One year,7,20.05,96.8,Mailed check,No internet service,No,No
4395-PZMSN,Month-to-month,5,85.55,408.5,Electronic check,No,Yes,No
6427-FEFIG,Two year,24,78.6,1846.65,Credit card (automatic),No,No,No
0017-IUDMW,Two year,72,116.8,8456.75,Credit card (automatic),Yes,Yes,No
8706-HRADD,Month-to-month,21,43.55,1011.5,Mailed check,Yes,Yes,No
9955-QOPOY,One year,69,60.8,4263.4,Credit card (automatic),Yes,Yes,No
4385-ZKVNW,Month-to-month,44,54.9,2549.1,Bank transfer (automatic),Yes,Yes,No
5446-DKWYW,One year,61,65.2,3965.05,Electronic check,No,Yes,No
2034-CGRHZ,Month-to-month,24,102.95,2496.7,Credit card (automatic),No,Yes,Yes
5797-APWZC,Month-to-month,1,90.6,90.6,Electronic check,No,No,Yes
3683-QKIUE,Month-to-month,6,50.8,288.05,Bank transfer (automatic),Yes,Yes,Yes
4228-ZGYUW,Month-to-month,4,90.05,368.1,Electronic check,No,Yes,Yes
9031-ZVQPT,Two year,72,108.2,7840.6,Electronic check,Yes,Yes,No
2990-IAJSV,Two year,72,92.0,6632.75,Bank transfer (automatic),Yes,No,No
8107-KNCIM,Month-to-month,14,75.1,1013.35,Electronic check,No,Yes,No
9027-YFHQJ,Month-to-month,7,25.05,152.95,Bank transfer (automatic),No internet service,Yes,No
5176-LDKUH,One year,48,75.15,3772.65,Electronic check,No,No,No
4644-OBGFZ,One year,55,19.5,1026.35,Mailed check,No internet service,No,No
7926-IJOOU,Month-to-month,1,19.3,19.3,Credit card (automatic),No internet service,No,No
6480-YAGIY,One year,45,112.2,5031.85,Credit card (automatic),Yes,No,No
4029-HPFVY,Month-to-month,3,70.3,220.4,Mailed check,No,Yes,No
7602-DBTOU,Two year,71,19.6,1416.5,Mailed check,No internet service,No,No
5345-BMKWB,Month-to-month,8,20.25,158.35,Mailed check,No internet service,No,No
3519-ZKXGG,Month-to-month,3,75.85,256.6,Electronic check,No,Yes,Yes
5457-COLHT,Two year,69,80.65,5542.55,Bank transfer (automatic),Yes,No,No
6416-TVAIH,Month-to-month,1,68.5,68.5,Electronic check,No,Yes,Yes
5451-YHYPW,Two year,72,115.75,8443.7,Credit card (automatic),Yes,Yes,No
5108-ADXWO,Month-to-month,11,73.5,791.75,Electronic check,No,Yes,Yes
7998-WNZEM,Two year,71,80.6,5708.2,Bank transfer (automatic),Yes,No,No
3066-RRJIO,Month-to-month,1,69.95,69.95,Mailed check,No,Yes,Yes
4664-NJCMS,Two year,33,59.55,2016.3,Bank transfer (automatic),Yes,No,No
0307-BCOPK,One year,16,19.05,326.65,Mailed check,No internet service,No,No
7629-WFGLW,One year,56,95.65,5471.75,Electronic check,Yes,No,No
2542-HYGIQ,Month-to-month,1,19.95,19.95,Credit card (automatic),No internet service,No,No
6715-OFDBP,Month-to-month,5,70.05,346.4,Electronic check,No,Yes,Yes
5016-LIPDW,One year,57,19.4,1061.6,Mailed check,No internet service,No,No
6481-LXPWL,One year,56,36.1,1971.5,Credit card (automatic),No,Yes,No
1567-DSCIC,Month-to-month,8,94.0,773.65,Electronic check,No,Yes,Yes
2150-UWTFY,Month-to-month,22,61.15,1422.05,Mailed check,No,No,Yes
6124-ACRHJ,Month-to-month,1,19.75,19.75,Mailed check,No internet service,No,No
9362-MWODR,Month-to-month,40,64.1,2460.35,Credit card (automatic),Yes,Yes,No
9975-GPKZU,Two year,46,19.75,856.5,Credit card (automatic),No internet service,No,No
9625-RZFUK,Two year,63,19.7,1275.85,Mailed check,No internet service,No,No
5153-LXKDT,Two year,68,110.2,7467.5,Electronic check,No,Yes,No
5161-UBZXI,Two year,69,106.35,7261.75,Credit card (automatic),Yes,Yes,No
1020-JPQOW,Month-to-month,56,90.55,5116.6,Electronic check,Yes,No,No
7919-ZODZZ,One year,10,65.9,660.05,Mailed check,No,Yes,No
0565-JUPYD,One year,63,104.5,6590.8,Credit card (automatic),Yes,No,No
6867-ACCZI,Two year,24,52.5,1208.15,Mailed check,Yes,Yes,No
5939-XAIXZ,Month-to-month,19,56.1,1033.9,Mailed check,No,Yes,No
9054-FOWNV,Month-to-month,22,88.75,1885.15,Electronic check,No,Yes,No
2683-BPJSO,Month-to-month,29,84.45,2467.1,Electronic check,No,Yes,Yes
2157-MXBJS,One year,13,75.3,989.45,Mailed check,No,Yes,Yes
8207-VVMYB,Two year,70,26.0,2006.95,Bank transfer (automatic),No internet service,Yes,No
9732-EQMWY,Month-to-month,49,99.4,5025.0,Electronic check,No,No,No
9360-AHGNL,One year,43,109.55,4830.25,Mailed check,Yes,Yes,Yes
1087-UDSIH,Month-to-month,3,19.6,59.75,Mailed check,No internet service,Yes,Yes
5269-NRGDP,One year,42,73.15,3088.25,Electronic check,Yes,No,No
6195-MELTI,One year,57,54.65,3134.7,Mailed check,Yes,Yes,No
5485-WUYWF,Month-to-month,2,66.4,94.55,Bank transfer (automatic),No,No,Yes
2121-JAFOM,Two year,72,115.55,8312.4,Credit card (automatic),Yes,Yes,No
8818-DOPVL,Month-to-month,46,104.45,4863.85,Electronic check,No,Yes,No
2632-UCGVD,Month-to-month,66,100.05,6871.9,Credit card (automatic),Yes,Yes,Yes
5445-PZWGX,One year,62,102.0,6529.25,Electronic check,Yes,No,Yes
1227-UDMZR,Two year,72,91.15,6637.9,Bank transfer (automatic),Yes,Yes,No
5198-HQAEN,One year,35,89.7,3165.6,Electronic check,Yes,Yes,No
9170-CCKOU,Month-to-month,17,90.2,1454.15,Credit card (automatic),No,No,Yes
2167-FQSTQ,Two year,72,92.4,6786.1,Electronic check,Yes,Yes,No
2819-GWENI,One year,28,19.9,543.0,Mailed check,No internet service,No,No
1043-YCUTE,Two year,56,25.15,1327.15,Credit card (automatic),No internet service,Yes,Yes
3814-MLAXC,Month-to-month,31,79.85,2404.15,Credit card (automatic),Yes,Yes,Yes
3572-UUHRS,One year,45,18.85,867.3,Bank transfer (automatic),No internet service,No,No
2692-PFYTJ,Month-to-month,1,25.75,25.75,Mailed check,No internet service,Yes,No
1226-UDFZR,Month-to-month,2,49.6,114.7,Mailed check,No,Yes,Yes
5955-EPOAZ,Month-to-month,6,20.95,109.5,Mailed check,No internet service,Yes,No
6821-JPCDC,One year,48,97.05,4692.95,Electronic check,No,Yes,No
8815-LMFLX,Month-to-month,25,25.4,546.85,Bank transfer (automatic),No internet service,Yes,No
9135-HSWOC,Two year,64,19.7,1274.05,Bank transfer (automatic),No internet service,Yes,No
8582-KRHPJ,Month-to-month,50,35.0,1782.4,Mailed check,No,Yes,No
5811-IWXYM,One year,52,101.25,5301.1,Bank transfer (automatic),No,No,No
7044-YAACC,Month-to-month,4,70.2,280.35,Electronic check,No,Yes,No
8189-XRIKE,Month-to-month,32,90.95,2897.95,Electronic check,No,No,No
1506-YJTYT,Two year,45,73.85,3371.0,Credit card (automatic),Yes,No,No
4123-DVHPH,Month-to-month,9,88.05,801.3,Electronic check,No,Yes,No
6425-YQLLO,One year,66,105.95,6975.25,Credit card (automatic),Yes,Yes,Yes
5442-UTCVD,Month-to-month,3,91.85,257.05,Electronic check,No,No,Yes
2228-BZDEE,Two year,54,20.1,1079.45,Mailed check,No internet service,No,No
7734-DBOAI,Month-to-month,1,40.1,40.1,Electronic check,Yes,No,Yes
2789-CZANW,Two year,64,110.3,6997.3,Bank transfer (automatic),Yes,No,No
2091-RFFBA,Month-to-month,31,73.9,2217.15,Electronic check,No,Yes,Yes
2114-MGINA,Month-to-month,14,89.8,1129.1,Mailed check,No,Yes,Yes
7596-LDUXP,One year,12,85.15,979.05,Credit card (automatic),No,Yes,No
3740-RLMVT,One year,67,60.95,4119.4,Bank transfer (automatic),Yes,Yes,No
4489-SNOJF,Month-to-month,35,72.25,2568.55,Electronic check,Yes,No,Yes
2192-OZITF,Two year,45,73.55,3349.1,Mailed check,Yes,No,No
5651-CPDND,Month-to-month,10,46.0,492.1,Mailed check,No,No,No
2186-QZEYA,Month-to-month,29,58.55,1718.95,Bank transfer (automatic),No,Yes,No
1131-ALZWV,One year,24,24.6,605.25,Bank transfer (automatic),No internet service,No,No
7729-XBTWX,Two year,66,19.75,1344.5,Mailed check,No internet service,Yes,No
9134-WYRVP,One year,51,86.35,4267.15,Mailed check,No,No,No
3284-SVCRO,Two year,45,25.5,1121.05,Mailed check,No internet service,No,No
9732-OUYRN,One year,49,19.0,918.7,Credit card (automatic),No internet service,No,No
0559-CKHUS,Two year,29,19.55,521.8,Mailed check,No internet service,Yes,No
2931-SVLTV,Month-to-month,40,110.1,4469.1,Credit card (automatic),Yes,Yes,No
6899-PPEEA,Month-to-month,37,96.55,3580.3,Electronic check,No,Yes,Yes
7504-UWHNB,Month-to-month,25,69.75,1729.35,Electronic check,No,No,No
2582-FFFZR,Month-to-month,22,50.6,1073.3,Electronic check,No,Yes,No
8908-NMQTX,Two year,72,65.6,4566.5,Bank transfer (automatic),Yes,Yes,No
2187-LZGPL,Month-to-month,7,40.1,293.3,Credit card (automatic),No,Yes,Yes
1431-AIDJQ,Two year,33,82.1,2603.1,Credit card (automatic),Yes,No,No
6288-LBEAR,Month-to-month,23,79.1,1783.75,Mailed check,Yes,Yes,No
4597-NUCQV,Month-to-month,24,101.25,2440.15,Electronic check,No,Yes,Yes
9019-QVLZD,Month-to-month,1,79.55,79.55,Electronic check,No,No,Yes
8413-YNHNV,Two year,69,90.65,6322.1,Mailed check,Yes,No,No
5808-TOTXO,One year,3,20.55,57.4,Credit card (automatic),No internet service,Yes,No
4369-NYSCF,One year,56,75.75,4284.65,Bank transfer (automatic),Yes,Yes,No
6333-YDVLT,One year,65,110.0,7138.65,Credit card (automatic),Yes,Yes,No
5324-KTGCG,One year,71,20.85,1539.75,Electronic check,No internet service,No,No
5599-HVLTW,Month-to-month,14,80.35,1058.1,Bank transfer (automatic),No,Yes,No
7394-LWLYN,Month-to-month,2,70.15,123.8,Electronic check,No,Yes,No
3707-LRWZD,One year,32,84.05,2781.85,Electronic check,No,No,Yes
6873-UDNLD,Month-to-month,40,67.45,2731.0,Electronic check,No,No,No
2700-LUEVA,Month-to-month,1,20.75,20.75,Credit card (automatic),No internet service,No,No
1455-ESIQH,Month-to-month,1,89.1,89.1,Electronic check,No,Yes,Yes
0958-YHXGP,Month-to-month,7,69.9,497.3,Mailed check,No,Yes,No
1101-SSWAG,Month-to-month,15,51.1,711.15,Electronic check,No,Yes,No
2979-SXESE,Month-to-month,17,94.4,1607.2,Electronic check,No,No,Yes
4013-TLDHQ,Month-to-month,19,78.25,1490.95,Electronic check,No,Yes,Yes
5743-KHMNA,Two year,71,25.55,1898.1,Bank transfer (automatic),No internet service,No,No
4194-FJARJ,Two year,54,60.0,3273.95,Bank transfer (automatic),Yes,No,No
5325-UWTWJ,Month-to-month,31,90.55,2929.75,Credit card (automatic),Yes,Yes,No
3969-GYXEL,Month-to-month,11,76.4,838.7,Electronic check,No,No,No
9208-OLGAQ,Month-to-month,18,84.95,1443.65,Electronic check,No,Yes,No
3244-CQPHU,Two year,72,110.1,7746.7,Bank transfer (automatic),Yes,Yes,No
2674-MLXMN,Month-to-month,71,99.65,6951.15,Credit card (automatic),No,Yes,No
9708-HPXWZ,Month-to-month,5,45.4,214.75,Credit card (automatic),Yes,No,No
6992-TKNYO,One year,38,69.0,2669.45,Credit card (automatic),Yes,No,No
4468-YDOVK,Month-to-month,5,48.65,235.2,Bank transfer (automatic),Yes,Yes,No
3754-DXMRT,Month-to-month,2,44.15,92.65,Electronic check,No,Yes,Yes
5792-JALQC,Two year,52,59.85,3103.25,Bank transfer (automatic),No,No,No
7130-VTEWQ,Month-to-month,8,75.75,606.25,Electronic check,No,Yes,Yes
2200-DSAAL,Two year,68,80.65,5330.2,Electronic check,No,Yes,No
4302-ZYFEL,One year,69,20.55,1403.1,Credit card (automatic),No internet service,Yes,No
9351-LZYGF,Month-to-month,42,66.4,2727.8,Credit card (automatic),Yes,Yes,No
4366-CTOUZ,Two year,50,100.2,5038.45,Mailed check,Yes,Yes,No
6121-VZNQB,Month-to-month,1,19.1,19.1,Mailed check,No internet service,Yes,Yes
7903-CMPEY,Month-to-month,1,80.3,80.3,Electronic check,No,Yes,Yes
1518-OMDIK,Month-to-month,33,44.55,1462.6,Credit card (automatic),No,Yes,No
6671-NGWON,Month-to-month,7,20.35,150.6,Mailed check,No internet service,No,No
0595-ITUDF,Month-to-month,64,91.8,5960.5,Electronic check,No,Yes,No
6996-KNSML,Month-to-month,1,74.9,74.9,Electronic check,No,Yes,Yes
1955-IBMMB,Two year,59,20.2,1192.3,Bank transfer (automatic),No internet service,Yes,No
0096-BXERS,Month-to-month,6,50.35,314.55,Electronic check,No,No,No
3806-YAZOV,Month-to-month,3,18.8,56.0,Mailed check,No internet service,No,No
7998-ZLXWN,Month-to-month,15,20.45,330.8,Credit card (automatic),No internet service,No,No
6253-WRFHY,One year,13,64.75,877.35,Electronic check,No,Yes,No
9133-AYJZG,Month-to-month,23,98.7,2249.1,Credit card (automatic),No,Yes,No
2675-OTVVJ,Month-to-month,31,89.45,2807.65,Electronic check,No,No,No
8680-CGLTP,One year,29,58.75,1696.2,Electronic check,Yes,Yes,No
8430-TWCBX,One year,49,20.7,1032.05,Credit card (automatic),No internet service,No,No
5018-GWURO,Month-to-month,56,85.6,4902.8,Bank transfer (automatic),No,Yes,No
6741-QRLUP,Two year,63,80.3,4995.35,Credit card (automatic),Yes,Yes,No
4737-HOBAX,Two year,63,79.8,5034.05,Credit card (automatic),Yes,No,No
0537-QYZZN,Month-to-month,24,79.85,1857.75,Electronic check,No,Yes,No
3340-QBBFM,One year,36,54.1,1992.85,Credit card (automatic),Yes,No,No
1704-NRWYE,Month-to-month,9,80.85,751.65,Electronic check,No,Yes,Yes
2592-SEIFQ,Month-to-month,3,24.75,66.95,Electronic check,No,No,Yes
8200-KLNYW,One year,21,80.9,1714.95,Mailed check,Yes,No,No
3372-CDXFJ,One year,13,24.5,343.6,Bank transfer (automatic),No internet service,No,No
4781-ZXYGU,Month-to-month,1,20.15,20.15,Bank transfer (automatic),No internet service,Yes,No
7632-YUTXB,One year,25,20.05,520.1,Mailed check,No internet service,No,No
2718-YSKCS,Two year,71,19.6,1387.45,Bank transfer (automatic),No internet service,Yes,No
9896-UYMIE,One year,66,114.3,7383.7,Bank transfer (automatic),Yes,Yes,No
0853-NWIFK,One year,45,100.3,4483.95,Electronic check,No,Yes,No
8212-CRQXP,Month-to-month,22,80.0,1706.45,Credit card (automatic),No,Yes,No
6980-CDGFC,One year,67,20.85,1327.4,Bank transfer (automatic),No internet service,Yes,No
7691-XVTZH,Two year,68,89.95,5974.3,Bank transfer (automatic),No,Yes,No
2520-SGTTA,Two year,0,20.0,0.0,Mailed check,No internet service,No,No
7481-ATQQS,Month-to-month,49,90.85,4515.85,Credit card (automatic),No,Yes,Yes
2277-VWCNI,Month-to-month,4,48.75,179.85,Mailed check,No,No,No
1088-CNNKB,One year,63,80.0,5040.2,Credit card (automatic),Yes,No,No
8642-GVWRF,Month-to-month,2,79.7,165.0,Bank transfer (automatic),No,No,Yes
1930-BZLHI,One year,21,20.35,422.7,Mailed check,No internet service,Yes,No
3400-ESFUW,Two year,55,57.55,3046.4,Bank transfer (automatic),Yes,No,Yes
5868-YTYKS,Month-to-month,1,20.25,20.25,Mailed check,No internet service,Yes,No
3525-DVKFN,Two year,17,19.4,358.05,Mailed check,No internet service,No,No
1482-OXZSY,Month-to-month,30,100.4,2936.25,Bank transfer (automatic),No,Yes,No
0377-JBKKT,Month-to-month,22,57.95,1271.8,Mailed check,Yes,Yes,No
5778-BVOFB,Month-to-month,9,59.5,530.05,Bank transfer (automatic),Yes,Yes,No
3373-YZZYM,Month-to-month,1,19.2,19.2,Mailed check,No internet service,No,No
2057-ZBLPD,Month-to-month,21,86.5,1808.7,Electronic check,No,Yes,Yes
0228-MAUWC,Month-to-month,19,59.55,1144.6,Electronic check,Yes,No,No
5502-RLUYV,Month-to-month,69,103.95,7446.9,Electronic check,No,Yes,Yes
0023-HGHWL,Month-to-month,1,25.1,25.1,Electronic check,No,Yes,Yes
7663-YJHSN,Two year,72,103.95,7556.9,Bank transfer (automatic),Yes,Yes,No
4915-BFSXL,Two year,70,68.95,4858.7,Credit card (automatic),No,No,No
3086-RUCRN,Month-to-month,66,103.1,6595.0,Bank transfer (automatic),Yes,Yes,No
5215-LNLDJ,Month-to-month,7,24.7,149.05,Electronic check,No,Yes,No
7576-JMYWV,Month-to-month,46,110.2,4972.1,Electronic check,Yes,Yes,No
9039-RBEEE,Month-to-month,39,48.95,1880.85,Credit card (automatic),Yes,Yes,Yes
0257-KXZGU,Month-to-month,32,62.45,2045.55,Bank transfer (automatic),No,No,No
1307-ATKGB,Month-to-month,24,89.55,2187.15,Electronic check,No,Yes,No
8417-FMLZI,Month-to-month,6,83.55,477.55,Credit card (automatic),No,Yes,Yes
3714-XPXBW,Month-to-month,37,78.9,2976.95,Credit card (automatic),Yes,Yes,No
1850-AKQEP,Month-to-month,8,20.35,178.7,Mailed check,No internet service,No,No
2824-DXNKN,Two year,72,71.45,5025.85,Bank transfer (automatic),No,Yes,No
5227-JSCFE,Two year,71,46.35,3353.4,Credit card (automatic),Yes,No,No
0848-ZGQIJ,Month-to-month,16,94.65,1461.15,Bank transfer (automatic),No,Yes,No
3621-CHYVB,Month-to-month,57,49.9,2782.4,Bank transfer (automatic),Yes,Yes,No
8042-RNLKO,One year,66,25.45,1699.15,Bank transfer (automatic),No internet service,No,No
1792-UXAFY,Month-to-month,17,89.15,1496.9,Electronic check,No,Yes,Yes
5372-FBKBN,Month-to-month,21,20.75,452.2,Mailed check,No internet service,No,No
0420-TXVSG,Two year,66,66.1,4428.45,Credit card (automatic),No,Yes,No
6217-TOWGS,Month-to-month,17,75.4,1322.55,Bank transfer (automatic),No,Yes,No
0515-YPMCW,Month-to-month,1,70.45,70.45,Mailed check,No,Yes,Yes
0378-XSZPU,One year,58,60.3,3563.8,Credit card (automatic),No,No,Yes
1045-LTCYT,Month-to-month,8,21.05,139.75,Credit card (automatic),No internet service,No,No
1544-JJMYL,One year,27,69.35,1927.3,Credit card (automatic),Yes,No,No
4636-JGAAI,Month-to-month,34,88.85,3000.25,Mailed check,No,No,No
6874-SGLHU,One year,30,97.0,3021.3,Bank transfer (automatic),No,Yes,No
5951-AOFIH,Month-to-month,33,66.4,2245.4,Credit card (automatic),No,Yes,No
4729-XKASR,Month-to-month,1,24.75,24.75,Electronic check,No,No,Yes
3059-NGMXB,Month-to-month,14,69.2,944.65,Mailed check,No,No,No
8652-YHIYU,One year,16,79.5,1264.2,Credit card (automatic),Yes,Yes,No
5278-PNYOX,Two year,49,100.65,4917.75,Credit card (automatic),Yes,No,No
5449-FIBXJ,Month-to-month,19,103.3,2012.7,Electronic check,Yes,No,Yes
3486-HOOGQ,Two year,70,79.7,5743.3,Bank transfer (automatic),Yes,No,No
5061-PBXFW,Month-to-month,32,61.4,1864.65,Bank transfer (automatic),Yes,No,No
8630-FJLIB,Month-to-month,18,69.8,1221.65,Electronic check,No,Yes,No
3891-NLXJB,Two year,37,40.55,1390.85,Mailed check,Yes,Yes,No
4749-OJKQU,Month-to-month,4,75.65,302.35,Electronic check,No,Yes,No
0577-WHMEV,Month-to-month,16,90.7,1374.9,Electronic check,No,No,No
5453-AXEPF,Month-to-month,17,80.5,1336.9,Bank transfer (automatic),No,Yes,No
3639-XJHKQ,Month-to-month,19,60.6,1297.8,Electronic check,No,Yes,No
3716-LRGXK,Two year,60,101.15,6067.4,Credit card (automatic),No,No,No
2263-SFSQZ,Two year,51,24.95,1222.25,Mailed check,No internet service,Yes,No
9950-MTGYX,Two year,28,20.3,487.95,Credit card (automatic),No internet service,Yes,No
3397-AVTKU,Two year,43,60.0,2548.55,Electronic check,No,Yes,No
4825-FUREZ,Two year,42,20.25,835.5,Electronic check,No internet service,No,No
9837-BMCLM,Month-to-month,3,78.5,242.05,Electronic check,No,Yes,Yes
2672-OJQZP,Month-to-month,1,44.75,44.75,Mailed check,No,No,No
0137-UDEUO,Month-to-month,3,19.85,63.75,Mailed check,No internet service,No,Yes
3134-DSHVC,Two year,63,98.0,6218.45,Credit card (automatic),No,No,No
6161-UUUTA,Month-to-month,3,79.9,260.9,Electronic check,No,Yes,Yes
7821-DPRQE,Month-to-month,68,107.7,7320.9,Electronic check,Yes,Yes,No
6543-XRMYR,Month-to-month,30,99.7,2967.35,Electronic check,No,Yes,Yes
2001-EWBQU,Two year,60,104.7,6333.8,Electronic check,No,No,No
4925-LMHOK,Month-to-month,15,58.6,939.7,Credit card (automatic),Yes,Yes,Yes
1608-GMEWB,Month-to-month,45,93.9,4200.25,Bank transfer (automatic),No,Yes,No
6695-AMZUF,Two year,70,86.45,5950.2,Credit card (automatic),Yes,No,No
1455-UGQVH,Month-to-month,10,98.5,1037.75,Electronic check,No,Yes,Yes
8410-BGQXN,Month-to-month,4,19.4,93.4,Mailed check,No internet service,No,No
8280-MQRQN,Month-to-month,1,50.45,50.45,Mailed check,No,Yes,Yes
1619-YWUBB,Two year,68,24.95,1614.9,Credit card (automatic),No internet service,Yes,No
7611-YKYTC,Month-to-month,22,75.0,1573.95,Bank transfer (automatic),No,No,No
2037-SGXHH,Month-to-month,38,94.65,3624.3,Electronic check,No,Yes,Yes
3178-FESZO,Month-to-month,1,100.25,100.25,Credit card (automatic),No,Yes,Yes
0365-GXEZS,Month-to-month,18,78.2,1468.75,Electronic check,Yes,No,No
0082-OQIQY,Month-to-month,29,94.2,2607.6,Electronic check,Yes,Yes,No
6087-MVHJH,Month-to-month,16,88.45,1422.1,Electronic check,No,Yes,Yes
4603-JANFB,Month-to-month,1,69.85,69.85,Electronic check,No,Yes,Yes
3018-TFTSU,Month-to-month,12,81.7,858.6,Bank transfer (automatic),No,No,Yes
3606-SBKRY,One year,31,50.05,1523.4,Electronic check,No,Yes,No
4806-KEXQR,Month-to-month,4,79.9,324.3,Electronic check,No,Yes,Yes
0667-NSRGI,One year,48,69.55,3435.6,Mailed check,Yes,Yes,No
